label,text
0,"I was a little disappointed, the place is very old and the service was not great came in for dinner, way over priced for the portions and rice and naan not included! My suggestion is you read all reviews before going."
4,Always support your local USO even if you're not active duty or retired!  God Bless America!
0,"I wanted to ensure my hair was done right, so I bit the bullet and paid the high prices at Rolf's.  The last time I had my hair colored, I did NOT love it, but it was just OK.  This time, I've now spent a total of 6 hrs for the initial color and then the color correction.  My hair is bright orange.  I am absolutely mortified.  I was so upset and knew there was nothing more than could be done without my hair falling out of my head from all the chemicals, so I just said it was fine, paid the $300 bill, and left.  My friends said I shouldn't have paid 20 cents for what I got.  I can assure you I will never make this mistake again, will NEVER return to Rolf's, and I sure hope you don't either."
3,"This is a decent used game store and they have a variety of old school games to look through. They do need to limit the number of same used games per console though as looking through the NES section there were 10 Top Gun games, and a billion SMB variations. It fattens the shelves to look like there were more games there than there really are.\n\nThe prices are a bit high in some games, but low in others. One problem I noticed is game cartridge shape didn't really affect price. I was staring at 2 of the same game and one was really beat up with the label in bad shape and the other looked okay, yet they were the same price. That was disappointing as shape is always something I look at when I grab games.\n\nThe staff seemed nice, but there was some dude sitting on a stool chatting with the 2 guys behind the counter the whole time I was there, I do not know if he worked there, but he just seemed to be som regular just chatting and distracting the other two. \n\nI would recommend the place if you are nearby, and can hope they start bringing in more games as it looks like they get people's collection and all of the good games are gone as soon as they come in to \""reserves\"", so you may want to see about reserving a game if you are really after it."
0,"This is my second order, and by accident. I ordered from them months ago and swore never again. \n\nBut it just so happened that I get so many flyers on my door that this one slipped through. \n\nFirst things first. I ordered pork and veg. And chicken and veg for myself as I only eat chicken fish and turkey. Reason I say that is because I received chicken and veg, with shrimp and veg. Guess who's deathly allergic to shrimp.\n\nThe food was bland, dry and Luke warm. The fried rice is the worst I ever tasted. Salty, and dry. And not even that nice Brown nutty color of fried rice, I almost thought it was spoiled food. \n\nThe lady on the phone said she heard me say I wanted shrimp, that's a lie I'm not suicidal and don't have an eppi pen. Why would I order shrimp lady.\n\nAlso she was giggling when I asked her if she got a lot of complaints. I didn't check yelp before I placed my order, if I had this would all have been avoided.\n\nShe offered to refund my money forty min ago. If she does I will post it later, if she doesn't I will go postal. I only wish I paid with a credit card so I could dispute this, and not worry about a refund. It\n\nIf you're thinking about placing  an order, don't waste your money. It would be better spent on burritos out of the freezer at the local Circle K.\nNever again Chopsticks ???? Express?\n\nOk they delivered my refund. But not before I received my two subs from Jimmy Johns. Express...lol what a joke"
0,"Man, this place cost me a ton of money and did crappy work.  The brakes they use are metal, so the crud on my wheels was nasty and the life of the brakes was fleeting.  When they would fix one thing, lo and behold something else needed to be fixed.  Mainly my fuel pump, which caused my car to have major start issues once replaced.  The fuel pump was because my gas guage suddenly stopped working after they had replaced my struts.  They could never get my tires balanced.\n\nI regret the money they took from me and think about 1/2 the work they did on my car was not necessary."
1,"Used to be the Imperial Palace.  It is like a maze in there and it is outdated even though they are doing renovations.  It was very affordable and clean though.  The thing that bothered me was that my window on the 12th floor didn't lock.  Not that I would think someone would be stupid enough to go out on the balcony and walk into my room, but in Vegas, you just never know!"
3,"On way to Vegas was super hungry and thinking of the first spot to eat at..Yelped and found Earl of Sandwhich...was so excited. I went through the reviews and heard so much about the famous Montague so had to try it. It was tasty and overall good, however I expected it to have more of a wow factor. Not quite.. Wanted to try another one just to really have a 5 Star experience, but was too full. As for the service it was super fast and friendly, and organized. There is a variety of sandwiches and sides, and even deserts. So will definitely eat here again when visiting Vegas."
2,"I'm not sure when it happened, but this Rite Aid has added a full-on food section. I thought the aisles looked like they were closer together...\n\nIn terms of food, they basically have everything you'd find at a gas station with an extended mini mart with lots of drink options, dry and canned foods to prepare for sides or meals, and lots of snacks."
0,"wow really, i read the reviews and was expecting at least a good pizza, and this was one of the worst pizzas i have had, the sauce is way to sweet with the taste of vinegar, and very moist. I am a fan of the thin crust NY style pizza and this is not at all that type of pizza. the atmosphere is nice inside, although very crowded. better off getting pizza hut, doh.."
0,"There are not many wonderful old Vegas left in town.  My first trip to Golden Steer was a wonderful experience, fun full of history and great food. TIMES HAVE CHANGED.\nI will say the waiters are still very attentive and full of stories about the glory days of the Golden Steer - we heard our waiter tell 4 tables the same story. The decor fairly rundown but you can overlook it at times to try and get into the spirit of old Las Vegas.  The food tonight just plain not good and far too expensive for what it was.  The shortcuts are evident and the quality compeltely gone.  The frozen lobster tail was $100.  The New York steak had a prime rib au jus poured on top that shouldn't be there and on top of that was so obviously from a powdered packet that it was insulting.  The waiter suggested a twice baked potato that tasted like it had been in the refrigerator since my last visit two years ago.\nThe whole experience made me sad as we are obviously losing another Vegas landmark, as return customers at this time must be few and far between.\nBottom line we could have spent the same money or less at Botero or Scarpetta and been wowed by the food - truth is being mugged for the $500 would have been less painful then this meal."
4,"This is one of the best kept secrets of Queen Creek.  And it's slowly becoming less of a secret.  Somewhat hard to find, but beyond worth it.  \nMy family and I have still only done their lunches.  I have not tried the dinner, but hear great things about it.\nAs for lunch, this is one of the best places to grab lunch in the SouthEast Valley.  \nIt is not hard to understand why when you look at their supplier list.  All their ingredients are locally produced from Queen Creek.  Olive Mill, Shnepf Farms, and The Pork Shop to list a few.  \nYou must eat here at least once.  I personally love the Cuban sandwich.  Homemade pasta and potato salads are unique and very delicious as well."
1,2.5 stars\n\nI thought the food was mediocre and would easily recommend Lemongrass at Aria over Wazuzu....food was very similar to your standard Pan Asian fare at half the price.
3,"Juju K: Maybe you're confused because prime rib is not a steak at all, but a slice of roasted beef."
3,"If you won big at the tables and feel like being treated like royalty ... you've come to the right place.  \n\nThe Spa is pure luxury. Everything here is both expensive and opulent. \n\nI've had two couple's massages here and the first was far better than the second. The first was amazing, my body has never felt as revived as it did when I was finished getting the treatment. The second just didn't match up. \n\nThey have separate relaxation rooms for men and women before the massage. About 10 minutes before your massage they call you into a coed waiting room and from there you go to your massage. Everything is run with extreme efficiency and the customer service is exceptional. \n\nHow do you recover from a weekend's worth of partying in Vegas? A massage from the Canyon Ranch Spa is not a bad place to start."
2,"The owner, Lisa, was very nice and tried her best, but that was the only part I was happy with. The dresses here are very expensive, and if you happen to find some you like that are on sale, they will only work if you are a smaller size. I only tried on 3 dresses (the last of which I almost got stuck in), and they were all way too small - I felt very uncomfortable. I was told they could be ordered in my size (14), but there was no way I was going to order a dress that I had to attempt to picture myself in. If you have a large budget and are a smaller bride (my sister, who is a size 8, said she would not have been able to fit into any of those dresses either), I would recommend this store to you - otherwise, I would suggest going elsewhere."
2,"I like the food here, especially the lunsagna, living burrito, and any cheesecake or pie desserts.  However, I have found that the customer service for takeout at their new location is lacking.  I don't see any of the employees from the other location at the new, maybe everyone is learning.  It appears, from the three-four times I've been to the new location for takeout, that there is a smoothie person, there is a coffee machine/etc person, there are a few waitresses walking around, and then one person will be taking orders and payment for the people at the bar.  So because the smoothie person and random waitresses don't offer to take your credit card so you can pay and pick up your order, you must stand there for 10-15 min. until the one person working helps you.  I used to tip 20% plus on a takeout order, I just don't think it's worth it to go anymore."
3,"Small, local bar with New Mexican food. We went for happy hour on a Monday and ordered chicken quesdaillas and chicken nachos. The service was amazing. The bartender was our server and a hostess for the restaurant. Despite her having to hustle and bustle all around the restaurant, she kept up a happy and a very pleasant attitude and she kept an eye on our food and drinks at all times.\n\nThey had great beer on tap for hh ($3). The food was good but kind of heavy, but my husband said that New Mexican food is like that. I think we found our local reverse happy hour spot."
1,"So it's great the this Target opened up in East Liberty. Just beware of the ordering drinks at the cafe. My kids wanted an Icee and as we were waiting for this other family to get their drinks, I noticed a girl licking her cup/lid and then having the spouts touch her saliva slathered cup... basically all the flavors. Yeah, it's not Target's fault that the mom wouldn't correct her kid and tell her to not do that, but when I brought it up to the girls working there, one of the girls instructed the other girl to just wipe it with a napkin. So yes, a refund please and we went with the smoothie instead and that's why I'll go on Yelp to rate a Target."
1,"Most Chick-Fil-A's get 5 stars. This one gets 2, deducted one star for each time my order has been wrong in the last 3 visits. First, order a sandwich and nuggets, got a sandwich and fries. Next time, ordered two spicy sandwiches, got two regular ones, also asked for mayo, got 1 packet, um.... Tonight, ordered 1 spicy, 1 regular, was told I had to pull aside and wait for the spicy (no big deal), I said \""No problem, just please remember the mayo\"". They brought the order to me, I quickly checked to see if it wasz there (no mayo), I look up, she's gone (gee, thanks, I waited for you). Love this place, wax excited to get one on my route home, but Im not coming back to this one. Terrible management when you cant get your product out correctly."
3,"We are BIG fans!!!  Love this place! We went for the free dance lessons last week and are going again this week! Great live music 7 nights a week! Good service - though a bit confusing....   even if you have a tab at the bar - order from the waitresses that come around - you don't have to keep going back to the bar to place your order.  The waitresses are there to take care of you and that's what they do.  Aslo, because of the live music and dance lessons, etc. there is a  2 drink minimum to be prepared to have and pay for something.  But with music, food and service this good that shouldn't be a problem!  We also want to try the steak and enchaladas....  not sure if we're going to or not - but it's on our list of things to try!!!  We'll go back every time we are in Mesa/Scottsdale."
0,"I'm sad to write this review based on the staff but due to the rude doormen, my whole mood was ruined and I sat down at the bar but started getting angry the more I thought about it and then left without even ordering. Just a tip, don't insult people before they even walk through your doors. That is NOT the way to treat someone willing to give you their money. \nThe decor was super cute and the menu looked interesting. If I'm ever in the neighborhood, I may reconsider trying this place but rude people really put me off."
0,"I had a bad experience with Camelback Cleaners. I brought in a blanket and my sofa cover, I didn't get them back for three weeks.  When I dropped them off I was told to return in a week. When I did they told me they would need another week. Why they hadn't called to tell me this is beyond me. So I came back the next week and they told me the dry cleaners, they do not do the dry cleaning themselves, had misplaced my sofa cover but not to worry because they'd probably find it soon.  After another week they called and said they'd found it and I could pick it up. In the end it'd taken three weeks to get a clean sofa cover and a blanket that reeked of chemicals. It was upsetting."
2,"I have to tell you, this is a 2.5 star review masquerading as a 3-star review.  And I only went with three because our server happened to write something cute on the little card that they pass out with every check now.\n\nThe food was really \""meh\"" at this location.  I realize Olive Garden is not gourmet Italian food by any stretch, but the location I usually frequent has more more \""flavor.\""  \n\nWe also went and noon and were \""frowned upon\"" by the wine server for not tasting (sorry, fresh out of church - not on a date!) and were not even OFFERED the lunch menu until we asked (which is a savings of $3/plate.)\n\nAs I said, our waitress was about 4 stars, the rest of the place about 2.  I think a solid 2.5 is good."
0,Food was slow and cold when it finally gets to you. Wait staff was slow to take drink and food order. Bread made it to the table 20 minutes after we sat down. Lunch for five adults from start to finish took 90 minutes and it was not very busy on a Thursday! I will not go back again.
1,I've been going for pedicures for several years and have enjoyed the experience. Yesterday I made an appointment for myself and two friends. Unfortunately this was not a good experience. One of my friends has very ticklish feet and does not like them tickled. She explained to the technician she was there because her two friends talked her into it. The technician found it funny and tickled her feet. It was not a relaxing experience for any of us since we knew our friend was suffering.
4,"Love love loved it! We were right in the front with awesome seats. Got picked on by the performers about my huge tits. The show was incredible! Fascinating characters, inventive costumes, acrobats flying over my head, phallic symbols everywhere.. It was just awesome! I like the message they try to get across too."
3,"Best food ever!! Ignore those other nasty reviews about this place, it's above my expectations everyday when I come here! Friendly customer service, great prices, but the only thing that would make this 5 stars is if I could get the nutrition info on the food I am eating. Thanks!!!"
1,"Cheap food, every time I have gone they always have forgotten something I ordered, never came back to check on the table , and feels rushed . I feel kinda ripped off when I get small styrofoam cups for my drinks."
1,"We had high hopes for this haunted attraction, but found out early on no real screams coming from inside, only a long line with little shock value.\nGreat outdoor entertainment and rest room facilities which was a plus.\nPaying for parking and no real directions where to go once parked are negatives.\nFast pass only good for entry at the start but not once inside you wait like everyone else. First haunted house basically darkness with no real special effects. The 3d clown house was worth it and well done. The shootout part was disappointing. Good last effect with different rooms you are sent into chosen by the ghoul- not everyone goes the same way.\nProbably would rate 4th on our list of haunted attractions this year."
3,"Could not resist the 2for$39 price for admission so decided to check it out. I've been to the Museum in New York City back in 2002 and was excited to have an opportunity to visit the updated exhibits here in Las Vegas as I took a break from the Casinos where I wasn't doing so well.\n\nAs we approached the ever growing line of enthusiast the excitement started to build as my wife and I prepared our cameras for some major photo sessions with some of our favorite Celebs...probably the closest we'll ever get to the real thing without getting arrested. The staff was always efficient and friendly and kept the crowd under control ensuring a smooth and enjoyable experience at Madame Tussauds.\n\nWe proceeded to the first level of lifelike replicas of the rich and famous snapping and enjoying ourselves in a room filled with \""Oooz\"" and \""Ahhhz\"" and continued on to each level of displays and exhibits doing the same, until we reached a room of super heroes where a crowd had gathered waiting to watch a 3D video. There apparently was some kind of delay and the rooms capacity was not enough to support the developing amount of people entering, so we , along with several others decided to continue on. Exiting through a door that led into a gift shop. I thought to myself (was that it?) There was something still missing from the whole experience. The Las Vegas museum lacks the tribute and fails to elaborate on the history of the Madame herself and some of her early works. Maybe the intent was to make it less gory and more family friendly. \n\nEven though I enjoyed my Las Vegas visit to Madame Tussads I still think that the Museum in New York was more of the total experience that the Museum has to offer."
4,"QUALITY. \n\nSo glad to find this gem in downtown Phoenix - so friendly, so good, such a great experience. Try it all and keep coming back. SO WORTH IT!"
3,The special thing about my when I saw the pandas plus had looked round elsewhere after
3,"Wow, we received a recommendation for this place from a local guide and he was right - this place was the best. Table side Guacamole was the best... But you MUST try the chicken torta - its definitely on my top ten things I've eaten around the world."
2,"So my experience with this place was as a perspective employee (not as a dancer, but as a hostess. It was a particularly dark moment in my employment history when I went in here to try to get a job.)\n\nI was immediately turned off. Everything was sticky...the bar where I sat down to fill out my employment application was covered in some kind of sticky funky ickiness. It was not sexy.\n\nThe dancers were lovely, and they seemed friendly...I hear this is Charlotte's best strip club, but I was just so skeeved out by the stickiness that I couldn't appreciate the rest of the environment. Also, the cheesy sex hotel behind the place freaks me out as well."
3,"The best homemade tortillas in Scottsdale!! Located in a historic adobe home in Old Town Scottsdale.  Dishes include ancho raspberry-encrusted pork chops and Shawnee sea bass with a cheese and rock shrimp quesadilla, topped with shoestring sweet potatoes. The banana crisp wrapped in a sweet tortilla with blackberry compote is out of this world."
1,"I think that rating an Olive Garden restaurant is like rating a McDonalds... kind of pointless and at best a 2-star experience along with all fast-food. But I'm kind of blown away that it would have a 4 out of 5 star Yelp rating alongside the likes of Pizzaria Bianco, Postino's, & Cibo."
0,"For those of you who only read partial reviews--this review is about Guitar Center as a COMPANY and not this individual location.  I admit that outright.\n\nI usually give 4s and 5s.  I'm one of those people who has positive things to say about just about anywhere...but not here.  Don't get me wrong--I have no problem with this individual location.  I have been trying to order something site-to-store from the parent company website for three days.  First, they advertised it as one price but as soon as it went into my cart it showed up as costing $100 more!  Because of our timeline, I ordered the item.  Well, Guitar Center must have a HUGE amount of fraud, because my credit card was instantly shut down (and I buy a lot of weird stuff, a lot of stuff online, spend money in different countries all the time, etc--this was NOT an expensive item, either)..  WOW!  So once I get that cleared up, I sent a screen shot of the original price--a price that I had confirmed via telephone with GC CS rep Preston.  They \""lost\"" my first screen shot.  I re-sent it, and uploaded it to a server to provide them with a URL...so this time they couldn't lose it.  All the while, EVERY agent asked me to call them on the phone to re-order.  I went through a friend's affiliate link after they told me about GC, giving them appropriate credit for the sale--so this unscrupulous company was actually trying to get out of giving credit under the terms of their OWN affiliate program!  So now they're claiming they have to cancel my order and I have to re-order via the phone, or they cannot honor their own coupon code.\n\nWell, the STORE might be just fine.  I don't know.  I didn't make it that far.  But I can tell you that the parent operation is questionable.  I'd rather give my business to a more ethical operation.  Sorry, GC Tempe...4 kids and who knows how many more musical instruments, and GuitarCenter.com lost you my business."
2,"Can't beat the view. However, though they have offer many various High end foods. The quality doesn't seem match the price. The service is great, the food is beautiful. But if the price matches the taste? I had better. Will not come back unless there is a special occasion and requested by anyone. Otherwise, it is not a must list."
2,I had fried shrimp and french fries which were okay. This salad is good as always the biscuits can't be beat. If you do want to try the biscuits at home sam'sclub has a fantastic mix I've tried them and they're worth it
3,"The Melwood Screening Room is part of Pittsburgh Filmmakers' headquarters...and I have to say, as cool as the concept itself is, it's a major pain to find this place! \n\nLet me back up a second. I recently went to the screening room for a wonderful documentary showing about human trafficking. While the topic in quesiton that night was certainly not 'wonderful,' the room, the set-up, the discussion and presentation of the topic was very well done; given the intimate-single screen nature of the Melwood Screening Room, this venue was definitely perfect for that showing. So I truly appreciate that Filmmakers has provided a place for people to show documentaries like that one, as well as a variety of other films that you wouldn't find on the mainstream silver screen. There's even a concession stand right outside the little room that Filmmakers operates, and it's not too shabby, either.\n\nI can't say I totally outright love the screening room though. The cost of an intimate viewing area is a lack of personal space; while the seats offer plenty of legroom, they offer very little distance between the people themselves. It kind of creates claustrophobic anxieties for me - nothing major, but still. Also, I really wish it was easier to actually find the Screening Room for first-time attendees. The elevator I had to use was tucked away and unmarked; it took me 15 minutes to find someone in the building who could point me to it. I'm just glad I found someone who could help me and that I made it to the showing on time...\n\nMy final verdict: this screening room is definitely an a-ok place to spend an evening and is local treasure in its own right, as is Filmmakers itself; despite the drawbacks I'd come back around for a big-deal showing, for sure - I pity the newcomers who have as much trouble finding the room as I did, though."
2,"Used to go there and get a bowl and load it up. Now they're monetizing it with three bowl sizes, previous cost is now the small bowl. Waiters are a bit agressive to get their tips.\n\nGreat food, every time, i like the shreaded beef with brown rice, oh yeah! A bit pricy though, like $15 out the door with tips."
1,"I LOVE TACOS ! ! ! ! !\n\nJust not these.... \n\nI was looking forward to delicious tacos on Cinco De Mayo, but Sadly I cannot claim this my favorite taco joint. Nothing screamed delicious at me and If I wouldn't have been starved, I might not have finished my vampiro. The salsa they included on it was so extremely spicy I had to chug the Dr. Pepper we were sharing. Our poor son was still hungry after leaving because he couldn't finish his tacos due to the heat. Our mouths were on FIRE! The boyfriend didn't mind it too much, but he's always had a thing for spicy. \n\nThe meat had flavor just no moisture. The taco filling ratio was off - not enough meat to toppings. They messed up our order in a few ways which is understandable since it was busy and there was only one cook (I'm assuming it was the husband). \n\nIt's a great location and a nice atmosphere on the inside, but I don't think I'll be back. Not unless the boyfriend wants to try it again later down the road. I won't be going out of my way though."
2,Lolo's is fine.  I've been a few times with friends.  The menu is unique and the portions are good.  A+ on selection.  The food is okay.  College kids love this place!
2,"[First time Out-of-Towner for Spring Training]\n\nSerious identity crisis going on over here...\n\nI'm boughie...I'm your typical mall...I have a food court...I have some restaurants...what is going on with this place? Gucci next to Bath and Body Works...okay, slight exaggeration, but what is going on around here?!?\n\nConfused and not much time to shop...we walked around and hit a few stores. This mall is interesting to say the least. At least it has a Nordies, that's always a plus. Interesting set up and selection of stores, but it got its job done, we shopped and spent money!!\n\nIt makes me understand the \""Snots\""dale reference completely..."
0,"This guy is the most arrogant, obnoxious, belittling, disregarding, supercilious, superior, snobbish, disdainful, lofty, haughty, smug, conceited \""doctor\"" in the valley. DO NOT GO TO HIM.\n\nDon't believe me? Read almost EVERY OTHER REVIEW on the internet about him."
0,"Super slow service, do not come here for food! The people are sluggish, moving super slow at everything. Not to mention the dishes here are expensive, it totally not worth it due to poor service. Come here and you will starve and lose your precious time!"
2,"Didn't know this was the original set for the tv series until I went inside. It's a shame how run down this place is. Their crew were nice, but you would think they would have some kind of uniform policies? But their food were very good, I have been here twice and both times it took them some time to get our food out."
1,"Its seems like a decent place, and certainly has potential, but we wont be back until its more sanitary.  My problem being VEGAN is that the meat station is at the beginning of the line.  This wouldn't be a problem if PEOPLE DIDN'T USE THE VEGETABLE TONGS TO SQUISH DOWN THEIR RAW MEAT into the tiny bowls provided.  I asked the line staff how they prevent cross contamination to which she replied \""I dont understand what that means.\""  Ok, fair enough, she isnt educated.  So I asked for a separate clean tong to use, even though I know that \""meat juices\"" are already mixed in with the veggies.  She said they only have one for each container, and no extra clean ones.  At this point I was just too grossed out to eat.  My husband, being a carnivore didnt mind, but has been in the bathroom \""declaring war on Mongolia\"" all evening, so I guess my theory could have been correct.  \nWe brought all this up to our waitress, as I would have like to have had dinner there, and she says its the corporate office's decision to have it that way, and had been asked this same question several times before. She mentioned that Muslims should absolutely NOT eat there, as there was NO way of knowing for sure if the food was cross contaminated with pork, and that the sign asking about \""allergies, and special dietary requests\"" was a joke. \nUntil they switch up the order of the stations, Veggies Beware!"
1,"This place is going through an identity crisis. Obviously owned by the Suki Hana next door, there's just a few things here that are really scream Cajun. Blackened fish? Check. Bourbon Chicken? Check. But chow mein and steamed vegetables in soy sauce? Um no. Being served by an entire staff of Chinese people doesn't fool me neither. \n\nNow the bourbon chicken tasted good enough and you pay about $6 a plate. But their Asiatic version of black bean rice was flat. They should try to create some side dishes to go with the main course meat that you know, are actually Cajun. Like French bread, pea soup, jambalaya rice, Cuban soup or even stuffed peppers. At least the meat was thoroughly cooked and not too greasy. \n\nThe seating is horrible. On any given Sunday, you can sit in their cramped food court and it's almost certain that some fat chick with an oversized diaper bag and her toddler with a leg sticking out will walk behind you, bumping into every chair. And you can forget about trying to carry a conversation in this place."
3,"The rates are great and the suites are spacious and well-laid out.  I would avoid the studios, since they are notoriously small.  We stayed in a Villa suite.  The suite was clean and well-designed and it also had a gorgeous and huge bathroom with 2 sinks and a tub the size of a small jacuzzi.  The room also had a small full kitchen in it including a full size refrigerator, a microwave, a stove, a dishwasher and a complete set of dishes, pots and pans.\n\nThe bedding was really nice and comfortable and I loved the pillows so much that I bought one of them.\n\nI did not receive a good orientation checking in and I had added a day onto my stay and I was not thrilled that the days weren't combined.  I had to get the room keys rescanned on Sunday and also get another parking pass with Sunday's date on it.  I had no idea that there was a pool on the roof or that there was a convenience store somewhere on the property.  I found this out later while reading other guest's reviews after arriving home.\n\nThe service I received was really good for the most part.  I did not care for the check-in, because it took a long time and I didn't get all of the facts about the hotel.  Most of the staff was extremely helpful and accommodating, including the security guy.  The first issue that I had was with the thermostat.  We had been traveling in the heat all day long and I wasn't feeling well and I couldn't get the thermostat below 68 degrees.  I called up the front desk and asked if they could do anything and they got the engineer to lower it a couple of degrees.  That was awesome.\n\nThat said, however, I was less than thrilled with the housekeeping staff.  I needed to leave and called up for some towels and it took over half an hour to get them.  When they finally got there, I was actually on the phone asking for the manager.\n\nThe bellhops were both nice and very helpful, but there didn't seem to be enough of them to go around, especially at checkout time.  Polo Towers doesn't allow you to just borrow the cart, so you have to wait for a bellhop.  When I went to the bellhop desk to ask for assistance for checkout, I actually had 5 people in front of me waiting for one.  Give yourself an extra 20 minutes if you need a bellhop.\n\nThe checkout is kind of early - at 10 AM.  A late checkout is 11AM.  I am not a morning person, so a later time or a little more flexibility with the time would have been nice.  A forewarning for those other non-morning people out there - get out on time or they charge you a $50 fee for checking out late."
4,"This place is amazing. If you really like good food...if you really like eating somewhere where there is a solid appropriate wine list....GO HERE. EAT HERE! ENJOY HERE.We like good food...we had the special steak, and duck fat fries (omigawd!) ...but the seasoning, the sides, the care by the wait staff..made it an evening you want to share with every one...yes, its a bit noisy...but only at the bar....not in the dining room...it was intimate...multi guest friendly...make a reservation and enjoy the food..really enjoy the amazing the food. Make this one of your stops in Edinburg....please..."
2,It's getting better as the new owners remodel and get in some new tenants.
4,This place has the best tacos and burritos! For  meat eater or vegetarians.
0,"Firstly, they do not allow their special as a take out, so as a working woman who does not have time to sit at a restaurant for lunch, I don't get to enjoy the specials? Maybe I don't get out much but that was definitely a first. So I place an order for delivery and what arrived was not what I ordered,  despite the fact that the delivery guy checked and assured me the order was correct. I asked for a wheat bun and did not get one, they say their burgers come with lettuce, pickles, onions, tomatoes, and a sauce, my \""burger\"" was a wet bun, a pattie and some cheese (mainly stuck to the foil and paper wrapper. Then to top it all off, the fries were stale, like leftover reheated fries and were not edible in my opinion. This was my first and will be my LAST meal at Burger Rush, what you get is definitely NOT worth what you pay for!! TERRIBLE!!"
1,This place would get five stars if I were 21 and drunk at 2:30am on a Saturday night.  Unfortunately for OG neither point factors into this review. \n\nThe food would repulse a real Greek person.  The fries were a saving grace.
2,"The food at Flavor's was pretty good, as was the selection of food! I was impressed with some of their desserts. We had a good waitress, which we were pleased about because our last buffet experience prior to this one was very unsatisfactory. I wouldn't go out of my way to eat here again, with so many other amazing options in Las Vegas that I still want to try, but I certainly wouldn't be against it if we were already in Harrah's & decided we were hungry."
3,"Maybe because I'm Asian, but I was not surprised by the surroundings.  It's typical for a place that charges \uff0420 an hour.  C'mon, if you want ambience then go to the big fancier spas that charge $100 for 50 mins and then charge 18% automatically for a tip. These are just honest, hardworking (and friendly) people.  Don't be too worried about the language barrier cuz THEY know what they are doing.  Just lie back and enjoy.  I will agree with the person that bought a groupon (as I did) for $28 for a 90 minute reflexology.  It clearly states Tea, fruit and snacks but was never offered any either.  I didn't care because it didn't state face, head and body massage included either and I got those. It also included a detox foot bath that supposedly draws nasty stuff from your liver, etc.  I don't know if it really works or not BUT the water WAS black afterwards.  I had Fanfan.  She's a tiny thing.  I don't know how she did it but she WALKED on my back and it felt good.  I just don't understand how 85 lbs (?) on my back didn't feel like what I thought 85 lbs would feel like.  Don't hesitate to try this establishment and don't forget to leave a decent tip. $5 in my opinion (as one person before me did) just doesn't cut for someone that gave you an hour of pure bliss."
0,"We ordered pop up pizza last night and it was great. So great in fact that we decided to order it again tonight. We asked for delivery to our apartment, we gave them our cc info, everything seemed fine. Almost 30 minutes later we get a phone call and the guy said that they don't deliver to our apartment... Except that they had delivered to us the night before. So we asked if it would be possible to do it tonight at all. He said no. So we asked why it had taken so long to get back to us. He said they tried to call us but no one answered. Then we asked if we should call somewhere else and they could just lose our business to which the guy hung up the phone with no answer. It's really a shame because the pizza is really good. The service tho... We're shocked at how terrible it is. We will NOT be ordering from pop up any longer. :("
4,One of the best ramen spots I've ever been to by far. Def try it if your around this area.
4,"I'm a guy. A guy who likes good sandwiches. These are great sandwiches.  So, if you're a guy (or gal) who like sandwiches then you need to check this place out. Soft bread, quality meats piled high, a garlicky \""house dressing\"" which really brings it all together = the perfect lunch. Top that with friendly people working and you have a hit. You may be tempted to order more sub than just the \""shorty\"" 6 incher but let me assure you that this will put you in the satiation zone and then some. \n\nNow to spread the word, and my own selfish agenda, to keep places like this growing.\n\n-------\nUpdate Feb '13:\nSTILL consistently great food and wonderful service. Considering my ever increasing number of check ins it probably goes without saying that I'm a big fan."
3,"One of the better locations around town, this one has a drive thru and a patio! While the patio is nothing major as it looks out over the parking lot (typical Las Vegas views), it does provide a nice option to enjoy the nice weather that graces us for a total of three months out of the year.\n\nThey're very speedy here, and customer service has always been top notch! The employees are patient and take their time with you, and the drinks are fabulous as always."
4,"We learned about this place shortly after they opened; we saw it driving by on 75th Ave and wondered what it was.  Then my daughter mentioned her friend worked there, so decided to try it out.\nFirst, it's kind of cool to have someone waiting at the door and open it for you with a huge smile, hand you a menu and ask if you've been there before.  Our first time, she spent time going over the process with us, even though the place was jumping busy.  Once in line, there were a bunch of people working behind the counter and all were nothing but smiles and great attitudes.  We were through the line quickly with the sandwich and half-salad combo and drinks which came to $22.44.  Not bad at all.  The sandwiches were delicious, the \""half\"" salads were huge and fresh and loaded with goodies and there are a lot to choose from.  I want to try a full salad next time and we have yet to try the soup.  I like the baguette slice and the chocolate dipped strawberry too, nice touch!   Cafe Zupas has become our Friday night dinner place now; our goal is to eat our way through the menu.  And...THANK YOU to all the staff for spectacular customer service."
